adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,quarter,year
0001108827-20-000009,EarningsPerShareDiluted,us-gaap/2018,20191231,1,USD,,,-0.46,,q1,2020
0001137774-20-000065,EquitySecuritiesFvNi,us-gaap/2019,20181231,0,USD,,,6238000000.0,,q1,2020
0001739940-20-000006,OtherAssetsCurrent,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=ParentCompany;,,14000000.0,,q1,2020
0001628280-20-002411,PaymentsForProceedsFromBusinessesAndInterestInAffiliates,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=ParentCompany;,,0.0,,q1,2020
0001193125-20-056815,CommitmentsAndContingencies,us-gaap/2019,20181231,0,USD,BusinessSegments=ProsharesUltraProThreexCrudeOilEtf;,,,,q1,2020
0000950103-20-004862,PropertyPlantAndEquipment,ifrs/2019,20181231,0,CLP,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedDepreciationAndAmortisation;ClassesOfPropertyPlantAndEquipment=OfficeEquipment;,,-135463000000.0,,q1,2020
0001564590-20-007989,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,BusinessSegments=AllOtherSegments;TimingOfTransferOfGoodOrService=TransferredAtPointInTime;,,68000000.0,,q1,2020
0001628280-20-003032,OperatingIncomeLoss,us-gaap/2019,20200131,1,USD,BusinessSegments=Education;ConsolidationItems=OperatingSegments;,,11200000.0,,q1,2020
0001666700-20-000006,OtherNoncashIncomeExpense,us-gaap/2019,20181231,4,USD,LegalEntity=TotalCompany;,TotalCompany,-720000000.0,,q1,2020
0001483798-20-000045,ConvertibleDebtNoncurrent,us-gaap/2019,20141231,0,USD,,,,,q1,2020
0001558370-20-001658,EarningsPerShareDiluted,us-gaap/2018,20190331,1,USD,,,-0.2,,q1,2020
0001193125-20-080953,ImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,ifrs/2019,20181231,4,USD,IndividualAssetsOrCashgeneratingUnits=SecondRefiningUnitInRnest;,,22000000.0,,q1,2020
0001199835-20-000076,CommonStockValue,us-gaap/2019,20181231,0,USD,,,332817.0,,q1,2020
0001024725-20-000004,RestructuringCostsAndAssetImpairmentCharges,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=ParentCompany;,,0.0,,q1,2020
0000706863-20-000044,StockIssuedDuringPeriodValueDividendReinvestmentPlan,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=ParentCompany;,,30000.0,,q1,2020
0001415404-20-000005,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,ProductOrService=EquipmentProduct;,,119657000.0,,q1,2020
0000827052-20-000026,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,EquityComponents=PreferredStock;LegalEntity=SouthernCaliforniaEdisonCompany;,,2245000000.0,,q1,2020
0001582568-20-000010,PartnersCapitalAccountUnitBasedCompensation,us-gaap/2018,20171231,4,USD,LegalEntity=PbfLlc;LimitedPartnersCapitalAccountByClass=NoncontrollingInterest;,,0.0,,q1,2020
0001035002-20-000007,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=ParentCompany;ConsolidationItems=ReportableLegalEntities;,,470000000.0,,q1,2020
0000887733-20-000004,PaymentsOfFinancingCosts,us-gaap/2019,20191231,1,USD,ConsolidatedEntities=GuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,,,q1,2020
0001437749-20-004092,GrossProfit,us-gaap/2019,20191231,4,USD,Geographical=OtherForeignCountries;,,33498000.0,,q1,2020
0001585689-20-000013,CostOfGoodsAndServicesSold,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=ParentCompany;ProductOrService=CostofReimbursableExpense;,,0.0,,q1,2020
0001654954-20-002485,InvestmentOwnedAtFairValue,us-gaap/2019,20181231,0,USD,InvestmentSecondaryCategorization=EnableMidstreamPartnersLPFour;InvestmentType=CommercialPaper;LegalEntity=TeucriumCornFund;,,4975785.0,,q1,2020
0001752836-20-000060,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20171231,4,USD,BusinessSegments=NorthAmericaSegment;ConsolidationItems=OperatingSegments;ProductOrService=SupplyChain;,,1795000000.0,,q1,2020
0001628280-20-002326,OtherLiabilities,us-gaap/2019,20191231,0,USD,VariableInterestEntitiesByClassificationOfEntity=VariableInterestEntityPrimaryBeneficiary;,,45000000.0,,q1,2020
0000020286-20-000011,OtherInvestments,us-gaap/2019,20191231,0,USD,InvestmentType=RealEstateInvestment;,,29000000.0,,q1,2020
0001558370-20-002663,HeldToMaturitySecuritiesFairValue,us-gaap/2019,20191231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,,,q1,2020
0001437749-20-002109,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedDefinedBenefitPlansAdjustmentNetTransitionAssetObligation;,,-32122000.0,,q1,2020
0001564590-20-005365,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,FinancialInstrument=MortgageBackedSecuritiesIssuedByUSGovernmentSponsoredEnterprises;,,6180940000.0,,q1,2020
0001558370-20-001217,Revenues,us-gaap/2019,20191231,4,USD,Geographical=IT;,,141867000.0,,q1,2020
0001622353-20-000006,DividendsCommonStock,us-gaap/2019,20191031,0,USD,ClassOfStock=CommonClassA;,,7936000.0,,q1,2020
0000898173-20-000007,StockholdersEquity,us-gaap/2019,20181231,0,USD,EquityComponents=RetainedEarnings;,,-909186000.0,,q1,2020
0001558370-20-002605,NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,0001558370-20-002605,20181231,4,USD,EquityComponents=Parent;,,9206000.0,,q1,2020
0001219601-20-000006,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20191231,4,USD,EquityComponents=Parent;,,243000000.0,,q1,2020
0001564590-20-011172,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-713000.0,,q1,2020
0001564590-20-007765,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,256000.0,,q1,2020
0000886346-20-000019,StockIssuedDuringPeriodSharesShareBasedCompensation,us-gaap/2019,20171231,4,shares,EquityComponents=TreasuryStock;,,72694.0,,q1,2020
0001361658-20-000012,StockRepurchasedDuringPeriodValue,us-gaap/2019,20171231,4,USD,EquityComponents=TreasuryStock;,,601000000.0,,q1,2020
0000846913-20-000019,TreasuryStockValueAcquiredCostMethod,us-gaap/2019,20171231,4,USD,EquityComponents=TreasuryStock;,,258000.0,,q1,2020
0000846913-20-000019,AccountsReceivableNetCurrent,us-gaap/2019,20191231,0,USD,,,6473000.0,,q1,2020
0000052827-20-000011,EarningsPerShareDiluted,us-gaap/2019,20171231,4,USD,,,1.16,,q1,2020
0001564590-20-009170,CostOfGoodsAndServicesSold,us-gaap/2019,20181231,4,USD,IncomeStatementLocation=SellingExpense;,,9700000.0,,q1,2020
0001558370-20-001041,AssetsCurrent,us-gaap/2019,20191231,0,USD,ConsolidatedEntities=NonGuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,13577000000.0,,q1,2020
0001390844-20-000003,CommonStockValue,us-gaap/2019,20191231,0,USD,,,800000.0,,q1,2020
0001564590-20-004233,CostOfGoodsAndServicesSold,us-gaap/2019,20181231,2,USD,,,13516000.0,,q1,2020
0001437749-20-006403,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,4,USD,ConsolidationItems=IntersegmentElimination;ProductOrService=TotalAssetManagementFees;,,-1083000.0,,q1,2020
0001120970-20-000015,LiabilitiesHeldforsaleNotPartofDisposalGroupCurrent,0001120970-20-000015,20181231,0,USD,DisposalGroupClassification=DisposalGroupHeldforsaleNotDiscontinuedOperations;LongLivedAssetsHeldForSaleByAssetType=LucerneMineReclamation;,,0.0,,q1,2020
0001104659-20-040795,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,ifrs/2019,20191231,4,AUD,BorrowingsByName=MacaLimitedLoan;,,6000000.0,,q1,2020
0001095651-20-000012,OtherInvestments,us-gaap/2019,20181231,0,USD,BusinessSegments=LandandDevelopmentSegment;ConsolidationItems=OperatingSegments;,,65312000.0,,q1,2020
0001104659-20-026118,ProceedsFromIssueOfOrdinaryShares,ifrs/2019,20191231,4,GBP,ComponentsOfEquity=ShareCapitalSharePremiumPaidInEquityAndMergerReserve;,,17000000.0,,q1,2020
0001564590-20-008884,IncomeTaxExpenseBenefit,us-gaap/2019,20181231,4,USD,BusinessSegments=BankSegment;ConsolidationItems=OperatingSegments;,,5653000.0,,q1,2020
0001553023-20-000025,LongTermDebt,us-gaap/2019,20191231,0,USD,DebtInstrument=A2.900SeniorNotesDue2024;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;LongtermDebtType=SeniorNotes;,,602100000.0,,q1,2020
0001193125-20-064341,ProfitLossBeforeFinanceCosts,0001193125-20-064341,20191231,4,EUR,CategoriesOfRelatedParties=JointVenturesAndAssociates;ContinuingAndDiscontinuedOperations=ContinuingOperation;,,79000000.0,,q1,2020
0001315255-20-000029,RestructuringCharges,us-gaap/2019,20171231,4,USD,RestructuringCostAndReserve=OneTimeTerminationBenefits;,,16600000.0,,q1,2020
0001542447-20-000017,SharesOutstanding,us-gaap/2019,20181231,0,shares,ClassOfStock=CommonClassA;EquityComponents=CommonStock;,,3574584.0,,q1,2020
0001628280-20-002543,PaymentsForRepurchaseOfCommonStock,us-gaap/2019,20191231,4,USD,ConsolidationItems=ConsolidationEliminations;,,0.0,,q1,2020
0001628280-20-003097,Liabilities,us-gaap/2018,20191231,0,USD,VariableInterestEntitiesByClassificationOfEntity=VariableInterestEntityPrimaryBeneficiary;,,1534473000.0,,q1,2020
0001193125-20-057751,FeesAndCommissionsMortgageBankingAndServicing,us-gaap/2019,20191231,4,USD,ConsolidationItems=IntersegmentElimination;,,0.0,,q1,2020
0001445866-20-000291,ProfitLoss,us-gaap/2019,20191231,4,USD,EquityComponents=RetainedEarnings;,,4803.0,,q1,2020
0001437749-20-004261,AdjustmentsToAdditionalPaidInCapitalDeemedDividends,0001437749-20-004261,20191231,4,USD,EquityComponents=RetainedEarnings;,,,,q1,2020
0000067716-20-000010,NetIncomeLoss,us-gaap/2019,20181231,4,USD,EquityComponents=RetainedEarnings;,,272318000.0,,q1,2020
0001477932-20-000448,ProfitLoss,us-gaap/2019,20190930,4,USD,EquityComponents=CommonStock;,,,,q1,2020
0001331451-20-000047,StockholdersEquityPeriodIncreaseDecrease,us-gaap/2019,20181231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-57000000.0,,q1,2020
0000821189-20-000010,TreasuryStockIssuedUnderStockPlans,0000821189-20-000010,20191231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,q1,2020
0000059558-20-000012,DerivativeAssets,us-gaap/2019,20181231,0,USD,FairValueByMeasurementBasis=CarryingReportedAmountFairValueDisclosure;,,1107000000.0,"We have master netting agreements with each of our derivative counterparties, which allow for the netting of our derivative asset and liability positions by counterparty.",q1,2020
0001553350-20-000100,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,us-gaap/2018,20180930,3,USD,EquityComponents=CommonStock;,,,,q1,2020
0001104659-20-019776,StockIssuedDuringPeriodValueAcquisitionsOfBlackhorseVentures,0001104659-20-019776,20190930,1,USD,EquityComponents=AdditionalPaidInCapital;,,1499475.0,,q1,2020
0001496048-20-000004,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,23017000.0,,q1,2020
0000927066-20-000014,AdjustmentIncomeLossFromEquityMethodInvestments,0000927066-20-000014,20171231,4,USD,,,-28925000.0,,q1,2020
0001401708-20-000039,AvailableForSaleSecuritiesCurrent,us-gaap/2019,20191231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FinancialInstrument=CorporateDebtSecurities;,,78330000.0,,q1,2020
0001564590-20-014155,OperatingExpenses,us-gaap/2019,20191231,4,USD,,,29956000.0,,q1,2020
0001340122-20-000034,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20171231,4,USD,,,-26500000.0,,q1,2020
0001335258-20-000028,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,us-gaap/2019,20171231,4,USD,,,14942000.0,,q1,2020
0001564590-20-010498,NetIncomeLoss,us-gaap/2019,20180331,1,USD,,,-4947000.0,,q1,2020
0001518715-20-000047,NetfairvalueadjustmentgainlossandprovisiononOtherRealEstateOwned,0001518715-20-000047,20191231,4,USD,,,144000.0,,q1,2020
0000062996-20-000006,NetIncomeLoss,us-gaap/2018,20181231,4,USD,,,734000000.0,,q1,2020
0000930420-20-000033,NetIncomeLoss,us-gaap/2019,20191231,1,USD,,,14208000.0,,q1,2020
0001144980-20-000059,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2019,20181231,0,USD,,,0.0,,q1,2020
0001039684-20-000012,InterestCostsCapitalized,us-gaap/2019,20181231,4,USD,,,28062000.0,,q1,2020
0001597033-20-000026,InterestExpense,us-gaap/2019,20181231,4,USD,,,157017000.0,,q1,2020
0001282637-20-000005,LiabilitiesCurrent,us-gaap/2019,20181231,0,USD,,,271301000.0,,q1,2020
0001213900-20-003785,IncomeTaxExpenseBenefit,us-gaap/2019,20191231,2,USD,,,118000.0,,q1,2020
0001002638-20-000004,IncomeLossFromEquityMethodInvestments,us-gaap/2019,20191231,2,USD,,,1948000.0,,q1,2020
0001193125-20-077313,IncreaseDecreaseInDueFromRelatedPartiesNonCurrent,0001193125-20-077313,20191231,4,USD,,,333000.0,,q1,2020
0001672013-20-000008,IncreaseDecreaseInOtherOperatingCapitalNet,us-gaap/2019,20191231,4,USD,,,16091000.0,,q1,2020
0000737758-20-000007,IncreaseDecreaseInOperatingLiabilities,us-gaap/2018,20190131,1,USD,,,26643000.0,,q1,2020
0001564590-20-006950,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20161231,0,USD,ConsolidatedEntities=MptOperatingPartnershipLP;EquityComponents=CommonStock;PartnerTypeOfPartnersCapitalAccount=LimitedPartner;,,3308235000.0,,q1,2020
0001055726-20-000012,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,MajorCustomers=ApolloBio;,,23000000.0,,q1,2020
0001109357-20-000053,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,4,USD,ConsolidationItems=OperatingSegments;LegalEntity=DelmarvaPowerandLightCompany;ProductOrService=NaturalGasUsRegulated;PublicUtilityRegulatedOrUnregulatedStatus=RegulatedOperation;,,0.0,,q1,2020
0001525221-20-000006,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2019,20181231,4,USD,,,14192000.0,,q1,2020
0000916789-20-000003,IncomeTaxExpenseBenefit,us-gaap/2018,20191130,1,USD,,,7895000.0,,q1,2020
0001123852-20-000003,CostsAndExpenses,us-gaap/2019,20181231,4,USD,,,4405400000.0,,q1,2020
0001610114-20-000005,FiniteLivedIntangibleAssetsNet,us-gaap/2019,20181231,0,USD,,,5761000.0,,q1,2020
0001437749-20-006639,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,us-gaap/2019,20181231,4,USD,ClassOfWarrantOrRight=ExtensionOfConvertibleNoteMaturityDateVistaCapital;EquityComponents=AdditionalPaidInCapital;,,506000.0,,q1,2020
0001620459-20-000061,PremiumsWrittenGross,us-gaap/2019,20171231,4,USD,BusinessSegments=ExcessAndSurplusLines;ProductOrService=MedicalProfessionals;,,2297000.0,,q1,2020
0001564590-20-007393,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,BusinessSegments=RegionalOperations;ConsolidationItems=OperatingSegments;ProductOrService=Occupancy;,,318017000.0,,q1,2020
0001558370-20-001092,EarningsPerShareDiluted,us-gaap/2019,20191231,1,USD,,,-0.13,,q1,2020
0001193125-20-047314,EquityAndLiabilities,ifrs/2019,20171130,0,USD,,,59180000.0,,q1,2020
0001558370-20-002144,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,BusinessSegments=AllOtherSegments;ConsolidationItems=OperatingSegments;,,1679000.0,,q1,2020
0001640334-20-000022,CommonStockValue,us-gaap/2019,20190831,0,USD,,,78787.0,,q1,2020
0000811596-20-000010,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,us-gaap/2019,20180930,1,USD,,,323300000.0,,q1,2020
0001564590-20-009748,EarningsPerShareBasic,us-gaap/2019,20181231,1,USD,,,0.15,,q1,2020
0001482512-20-000040,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20191231,0,USD,EquityComponents=NonControllingInterestsMembersInConsolidatedEntities;,,269487000.0,,q1,2020
0000109198-20-000004,OperatingLeaseRightOfUseAsset,us-gaap/2019,20190131,0,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201602;,,8704584000.0,,q1,2020
0001108134-20-000002,LoansAndLeasesReceivableAllowance,us-gaap/2019,20171231,0,USD,AccountsNotesLoansAndFinancingReceivableByReceivableType=LoansFromBusinessActivities;FinancingReceivablePortfolioSegment=CommercialRealEstatePortfolioSegment;,,16843000.0,,q1,2020
0000815097-20-000022,InventoryNet,us-gaap/2019,20191130,0,USD,,,427000000.0,,q1,2020
0001576018-20-000014,InvestmentIncomebeforeManagementandPerformanceFees,0001576018-20-000014,20181231,4,USD,,,59259000.0,,q1,2020
0001122976-20-000015,LiabilitiesNoncurrent,us-gaap/2019,20181231,0,USD,,,1625100000.0,,q1,2020
0001214659-20-000660,InvestmentOwnedAtFairValue,us-gaap/2019,20181031,0,USD,,,186256695.0,,q1,2020
0001558370-20-001967,InterestExpenseTrustPreferredSecurities,us-gaap/2019,20191231,4,USD,,,1135000.0,,q1,2020
0001564590-20-009176,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2019,20181231,4,USD,,,197247.0,,q1,2020
0001564590-20-006046,IncomeLossFromContinuingOperationsPerDilutedShare,us-gaap/2019,20181231,1,USD,,,2.73,,q1,2020
0001371285-20-000032,IncomeTaxExpenseBenefit,us-gaap/2018,20191231,4,USD,,,169000.0,,q1,2020
0001213900-20-006928,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,us-gaap/2019,20181231,3,USD,,,,,q1,2020
0001437749-20-003765,ProceedsFromLinesOfCredit,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=NonguarantorSubsidiaries100Owned;ConsolidationItems=ReportableLegalEntities;,,0.0,,q1,2020
0001558370-20-002390,InvestmentOwnedUnrealizedGainLossOnOpenContractsNet,0001558370-20-002390,20191231,0,USD,ClassOfStock=CapitalUnitClassB;InvestmentByTertiaryType=StockIndicesAndSingleStockFutures;Investments=OpenLongContracts;InvestmentSecondaryCategorization=USFuturesPositions;InvestmentType=FuturesContracts;,,152328.0,,q1,2020
0000842518-20-000010,CommonStockParOrStatedValuePerShare,us-gaap/2018,20191231,0,USD,BusinessAcquisition=FsbBancorpInc;,,0.01,,q1,2020
0001562762-20-000105,DividendsPaidClassifiedAsFinancingActivities,ifrs/2019,20181231,4,EUR,,,2607000000.0,,q1,2020
0001564590-20-011411,OtherCostAndExpenseOperating,us-gaap/2019,20200229,3,USD,ConsolidatedEntities=NonGuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,2582000000.0,,q1,2020
0000034067-20-000009,EarningsPerShareBasic,us-gaap/2019,20181231,4,USD,,,2.05,,q1,2020
0001580695-20-000079,SharesOutstanding,us-gaap/2019,20180630,0,shares,ClassOfStock=SeriesCPreferredStock;,,1091.0,,q1,2020
0001104659-20-030742,DerivativeLiabilitiesCurrent,us-gaap/2019,20181231,0,USD,EquityComponents=WarrantTwo;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,43000.0,,q1,2020
0001564590-20-011085,PartnersCapitalAccountRedemptions,us-gaap/2019,20181231,4,USD,ClassOfStock=CommonClassGp;PartnerTypeOfPartnersCapitalAccount=GeneralPartner;,,200000.0,,q1,2020
0001031203-20-000006,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2019,20171231,4,USD,BusinessSegments=BrazilSegment;,,-4700000.0,,q1,2020
0001564590-20-014224,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2019,20191231,4,USD,BusinessSegments=ContainerManagement;,,27747000.0,,q1,2020
0001411342-20-000030,AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,us-gaap/2019,20191231,0,USD,AssetsSoldUnderAgreementsToRepurchaseMaturityPeriods=Maturity31to60days;InvestmentType=MortgageBackedSecuritiesIssuedByUSGovernmentSponsoredEnterprises;,,744387000.0,,q1,2020
0001050797-20-000012,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,ContractWithCustomerSalesChannel=SalesChannelDirectlyToConsumer;Geographical=US;,,893707000.0,,q1,2020
0001715629-20-000003,DividendsPreferredStock,us-gaap/2018,20171231,4,USD,LegalEntity=RangersSubILLC;Scenario=Predecessor;,,-16744000.0,,q1,2020
0001193125-20-043247,Revenue,ifrs/2018,20181231,4,USD,JointVentures=Zaldivar;,,599000000.0,,q1,2020
0001564590-20-014284,NetCashProvidedByUsedInFinancingActivities,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=ParentCompany;,,-600000.0,,q1,2020
0001401521-20-000018,NetInvestmentIncome,us-gaap/2019,20181231,4,USD,InvestmentType=PartnershipInterest;,,942000.0,,q1,2020
0001104659-20-025681,Revenue,ifrs/2019,20191231,4,EUR,SignificantInvestmentsInSubsidiaries=SapHungaryRendszerekAlkalmazasokEsTermekekAzAdatfeldolgozasbanInformatikaiKft;,,124890000.0,,q1,2020
0001564590-20-014171,RealEstateInvestmentPropertyAccumulatedDepreciation,us-gaap/2018,20191231,0,USD,RealEstateAndAccumulatedDepreciationDescriptionOfProperty=VacantTylerTX;,,0.0,,q1,2020
0001564590-20-007769,Goodwill,us-gaap/2019,20171231,0,USD,BusinessSegments=UnitedStatesFacilities;ConsolidationItems=OperatingSegments;,,2042592000.0,,q1,2020
0001165002-20-000035,Revenues,us-gaap/2019,20191231,4,USD,BusinessSegments=Advisory;ConsolidationItems=OperatingSegments;,,62053000.0,,q1,2020
0001564590-20-014433,Revenues,us-gaap/2019,20180131,4,USD,ProductOrService=Athletics;,,534925000.0,,q1,2020
0001515971-20-000042,AccretionAmortizationOfDiscountsAndPremiumsInvestments,us-gaap/2019,20191231,4,USD,,,-23689.0,,q1,2020
0001493152-20-004858,AssetsCurrent,us-gaap/2019,20191231,0,USD,,,656432.0,,q1,2020
0001564590-20-006391,ShareBasedCompensation,us-gaap/2019,20171231,4,USD,AwardType=EmployeeAndNonEmployeeStockOption;,,2336000.0,,q1,2020
0001104659-20-027221,OtherComprehensiveIncome,ifrs/2019,20191231,4,USD,ComponentsOfEquity=ReserveOfGainsAndLossesOnRemeasuringAvailableforsaleFinancialAssets;,,-21000.0,,q1,2020
0000074145-20-000007,PropertyPlantAndEquipmentNet,us-gaap/2019,20181231,0,USD,JointlyOwnedUtilityPlant=RedbudPlant;,,348600000.0,,q1,2020
0001109357-20-000053,CapitalExpendituresIncurredButNotYetPaid,us-gaap/2019,20171231,4,USD,,,42000000.0,,q1,2020
0001558370-20-000762,DepreciationDepletionAndAmortization,us-gaap/2019,20191231,4,USD,PropertyPlantAndEquipmentByType=PropertyAndEquipment;,,1468000000.0,,q1,2020
0001568100-20-000013,CapitalizedContractCostAmortization,us-gaap/2019,20200131,4,USD,,,7780000.0,,q1,2020
0001317630-20-000004,IncomeTaxExpenseBenefit,us-gaap/2019,20191231,4,USD,ConsolidationItems=OperatingSegments;,,179000000.0,,q1,2020
0001059262-20-000006,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20181231,0,USD,,,368600000.0,,q1,2020
0001628280-20-001698,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2019,20191231,1,shares,,,63664256.0,,q1,2020
0000016875-20-000007,StockRepurchasedDuringPeriodValue,us-gaap/2019,20191231,4,CAD,,,1140000000.0,,q1,2020
0001069183-20-000016,TreasuryStockValue,us-gaap/2019,20191231,0,USD,,,155947000.0,,q1,2020
0000105770-20-000015,TreasuryStockValue,us-gaap/2019,20181231,0,USD,,,103700000.0,,q1,2020
0000310764-20-000014,SellingGeneralAndAdministrativeExpense,us-gaap/2018,20181231,4,USD,,,5099000000.0,,q1,2020
0001140361-20-003721,ValuationAllowanceDeferredTaxAssetChangeInAmount,us-gaap/2019,20171231,4,USD,,,128000.0,,q1,2020
0001437749-20-004330,SharesPaidForTaxWithholdingForShareBasedCompensation,us-gaap/2019,20171231,4,shares,,,50454.0,,q1,2020
0001482430-20-000013,RestrictedCash,us-gaap/2019,20181231,0,USD,,,1015000.0,,q1,2020
0001437749-20-004524,PreferredStockSharesAuthorized,us-gaap/2019,20200131,0,shares,,,100000.0,,q1,2020
0001564590-20-012011,SaleOfInterestBearingDepositsInBanks,0001564590-20-012011,20181231,4,USD,,,1940000.0,,q1,2020
0001437749-20-005100,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,4,USD,,,89698527.0,,q1,2020
0001564590-20-004552,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,1,USD,,,2281000000.0,,q1,2020
0001734342-20-000013,ProceedsFromSaleOfLoansHeldForInvestment,us-gaap/2019,20191231,4,USD,,,267765000.0,,q1,2020
0001193125-20-061833,ProfitLossAttributableToNoncontrollingInterests,ifrs/2019,20171231,4,USD,,,-4315000.0,,q1,2020
0001213900-20-002148,ProceedsFromStockPlans,us-gaap/2019,20191231,2,USD,,,,,q1,2020
0001331757-20-000010,ProceedsFromPaymentsForSecuritiesPurchasedUnderAgreementsToResell,us-gaap/2019,20171231,4,USD,,,-3600000000.0,,q1,2020
0001564590-20-006791,ProceedsFromVestedRestrictedStock,0001564590-20-006791,20181231,4,USD,,,2000.0,,q1,2020
0000928022-20-000031,PreferredStockRedemptionPremium,us-gaap/2019,20181231,4,USD,,,0.0,,q1,2020
0001564590-20-003802,PolicyholderBenefitsAndClaimsIncurredNet,us-gaap/2019,20181231,1,USD,,,106000000.0,,q1,2020
0001628280-20-003645,PreferredStockSharesIssued,us-gaap/2019,20181231,0,shares,,,1610000.0,,q1,2020
0001558370-20-002498,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2018,20191231,4,USD,,,31070000.0,,q1,2020
0001628280-20-002192,OtherSellingGeneralAndAdministrativeExpense,us-gaap/2019,20180331,1,USD,,,424617000.0,,q1,2020
0001558370-20-001170,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2019,20180930,3,USD,,,-3064000.0,,q1,2020
0001628280-20-003626,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2018,20171231,4,USD,,,0.0,,q1,2020
0001528396-20-000012,OperatingExpenses,us-gaap/2019,20200131,1,USD,,,107892000.0,,q1,2020
